YEARMONTH,EPISODE_ID,EVENT_ID,LOCATION_INDEX,RANGE,AZIMUTH,LOCATION,LATITUDE,LONGITUDE,LAT2,LON2
201402,84476,510000,3,.61,"S","DINUBA",36.5212,-119.3783,3631272,11922698
201402,84476,510000,4,1.48,"ENE","DINUBA",36.5384,-119.3555,3632304,11921330
201402,84476,510001,1,.56,"E","CINOWTHS CORNER",36.33,-119.32,3619800,11919200
201404,84693,513953,1,.32,"NNW","BRIDGEPORT",39.6839,-77.2232,3941034,7713392
201404,84693,513953,2,.84,"WNW","BRIDGEPORT",39.6831,-77.2353,3940986,7714118
201404,84693,513953,3,.74,"WSW","BRIDGEPORT",39.6775,-77.2335,3940650,7714010
201404,84693,513953,4,.22,"WSW","BRIDGEPORT",39.6784,-77.2237,3940704,7713422
201404,84693,513955,1,1.77,"SE","OELLA",39.2515,-76.757,3915090,7645420
201404,84693,513955,2,1.6,"SE","OELLA",39.2517,-76.7616,3915102,7645696
201404,84693,513955,3,1.74,"SE","OELLA",39.2496,-76.7611,3914976,7645666
201404,84693,513955,4,1.85,"SE","OELLA",39.2497,-76.7573,3914982,7645438
201404,84693,513956,1,1.24,"N","SWEET AIR",39.5379,-76.5275,3932274,7631650
201404,84693,513956,2,1.18,"N","SWEET AIR",39.537,-76.5317,3932220,7631902
201404,84693,513956,3,1.08,"N","SWEET AIR",39.5356,-76.5311,3932136,7631866
201404,84693,513956,4,1.1,"N","SWEET AIR",39.5358,-76.5283,3932148,7631698
201404,84693,513957,1,.46,"SE","HUNT VLY",39.4952,-76.6441,3929712,7638646
201404,84693,513957,2,.4,"SW","HUNT VLY",39.4956,-76.6547,3929736,7639282
201404,84693,513957,3,.62,"NNW","COCKEYSVILLE",39.4885,-76.6538,3929310,7639228
201404,84693,513957,4,.64,"NNE","COCKEYSVILLE",39.4883,-76.6446,3929298,7638676
201404,84693,513958,1,.29,"W","JACKSONVILLE",39.5207,-76.5754,3931242,7634524
201405,84508,510239,4,1.58,"SW","AVON",41.4354,-82.0535,4126124,823210
201405,84508,510240,1,.94,"WNW","SHAWVILLE",41.3732,-82.0376,4122392,822256
201405,84508,510240,2,1.76,"NE","FIELDS",41.3892,-81.9776,4123352,8158656
201405,84508,510240,3,1.07,"ESE","AVON BOSWORTH ARPT",41.4253,-81.9804,4125518,8158824
201405,84508,510240,4,1.44,"WSW","AVON BOSWORTH ARPT",41.4188,-82.0234,4125128,821404
201405,84508,510241,1,0,"N","MUNROE FALLS",41.13,-81.43,417800,8125800
201405,84508,510241,2,1.72,"W","AKRON",41.0798,-81.533,414788,8131980
201405,84508,510241,3,1.44,"NW","KRUMROY",41.033,-81.5015,411980,8130090
201405,84508,510241,4,1.64,"S","TALLMADGE",41.0763,-81.4315,414578,8125890
201405,84508,510242,1,.85,"E","NEW MILFORD",41.1018,-81.2039,416108,8112234
201405,84508,510242,2,1.25,"SE","NEW MILFORD",41.0861,-81.2046,415166,8112276
201405,84508,510242,3,.44,"SSW","BRIMFIELD STATION",41.094,-81.3726,415640,8122356
201405,84508,510242,4,.12,"WSW","BRIMFIELD STATION",41.0994,-81.3721,415964,8122326
201405,84508,510243,1,1.89,"N","SHEFFIELD",41.4969,-82.0733,4129814,824398
201405,84508,510243,2,.93,"SE","SHEFFIELD",41.4601,-82.0678,4127606,824068
201405,84508,510243,3,1.6,"SE","LAKESHORE",41.4552,-82.1063,4127312,826378
201405,84508,510243,4,1.18,"ENE","SHEFFIELD LAKE",41.4891,-82.1007,4129346,826042
201405,84508,513187,1,0,"N","VERMILION ON THE LK",41.42,-82.33,4125200,8219800
201405,84508,513188,1,0,"N","LORAIN",41.47,-82.18,4128200,8210800
201405,84508,513189,1,0,"N","PENFIELD",41.17,-82.12,4110200,827200
201405,84508,513190,1,0,"N","MEDINA",41.13,-81.87,417800,8152200
201405,84508,513190,2,1,"SE","MEDINA",41.1198,-81.8564,417188,8151384
201405,84508,513191,1,1,"E","MEDINA",41.13,-81.8508,417800,8151048
201405,84508,513192,1,0,"N","ASHLAND",40.87,-82.3,4052200,8218000
201405,84508,519239,1,1.47,"N","EATON ESTATES",41.3413,-82.0198,4120478,821188
201405,84508,519239,2,1.17,"S","FIELDS",41.3531,-82.0016,4121186,8296
201405,84508,519240,1,0,"N","COPLEY",41.1,-81.63,416000,8137800
201405,84508,519242,1,0,"N","BRUNSWICK",41.23,-81.83,4113800,8149800
201405,84508,519634,1,0,"N","AKRON",41.08,-81.5,414800,8130000
201405,84508,519635,1,0,"N","LA GRANGE",41.23,-82.12,4113800,827200
201405,84508,519636,1,0,"N","AKRON",41.08,-81.5,414800,8130000
201405,84508,519637,1,0,"N","MEDINA",41.13,-81.87,417800,8152200
201405,84508,519638,1,1.71,"SSW","SHAWVILLE",41.3474,-82.0332,4120844,821992
201405,84508,519638,2,1.09,"N","EATON ESTATES",41.3358,-82.0194,4120148,821164
201405,84508,519639,1,1.82,"WNW","POE",41.086,-81.864,415160,8151840
201405,84508,519639,2,1.62,"WNW","POE",41.086,-81.86,415160,8151600
201405,84509,510187,1,1,"NW","FERGUS FALLS",46.2902,-96.0848,4617412,965088
201405,84509,510187,2,1,"NE","FERGUS FALLS",46.2902,-96.0552,4617412,963312
201405,84509,510187,3,1,"SE","FERGUS FALLS",46.2698,-96.0552,4616188,963312
201405,84509,510187,4,1,"SW","FERGUS FALLS",46.2698,-96.0848,4616188,965088
201406,84510,510199,1,.84,"NE","PERSIS",46.88,-97.29,4652800,9717400
201406,84510,510200,1,1.99,"NW","COGSWELL",46.12,-97.81,467200,9748600
201406,84510,510201,1,.46,"E","DEVILS LAKE ARPT",48.12,-98.89,487200,9853400
201406,84510,510202,1,1.46,"SSE","PERSIS",46.85,-97.29,4651000,9717400
201405,84511,510203,1,15.05,"ESE","MOSCA",37.5979,-105.613,3735874,10536780
201405,84511,510203,2,14.88,"ESE","MOSCA",37.602,-105.6149,3736120,10536894
201405,84513,510205,1,12.54,"N","SUGAR CITY",38.41,-103.7,3824600,10342000
201406,84514,510206,1,2,"S","TRUCKTON",38.7011,-104.18,3842066,10410800
201404,84515,510219,1,0,"N","PERRY",36.29,-97.29,3617400,9717400
201404,84515,510220,1,3.11,"WSW","LAKE CARL BLACKWELL DAM",36.12,-97.24,367200,9714400
201404,84515,510222,1,2.36,"ENE","VALLEY BROOK",35.41,-97.44,3524600,9726400
201404,84515,510223,1,0,"N","MIDWEST CITY",35.46,-97.39,3527600,9723400
201404,84515,510224,1,.69,"N","(TIK)TINKER AFB",35.42,-97.39,3525200,9723400
201404,84515,510225,1,0,"N","MIDWEST CITY",35.46,-97.39,3527600,9723400
201404,84515,510226,1,3.95,"WSW","WELLSTON",35.66,-97.12,3539600,977200
201404,84515,510227,1,0,"N","NORMAN",35.22,-97.44,3513200,9726400
201404,84515,510228,1,2.36,"WNW","GOLDSBY",35.16,-97.52,359600,9731200
201404,84515,510229,1,4.18,"ESE","(TIK)TINKER AFB",35.39,-97.32,3523400,9719200
201404,84515,510230,1,0,"N","NOBLE",35.14,-97.39,358400,9723400
201404,84515,510231,1,2.93,"ESE","BRAY",34.63,-97.77,3437800,9746200
201404,84515,510232,1,2.07,"S","WILSON",34.13,-97.43,347800,9725800
201404,84515,510233,1,0,"N","WILSON",34.16,-97.43,349600,9725800
201404,84515,510234,1,.9,"NW","MANNSVILLE",34.2,-96.89,3412000,9653400
201404,84515,510235,1,0,"N","WARDVILLE",34.66,-96.03,3439600,961800
201404,84515,510236,1,1.8,"SE","CARTWRIGHT",33.83,-96.54,3349800,9632400
201404,84515,510237,1,0,"N","BENNINGTON",34,-96.04,3400,962400
201404,84515,510244,1,2.38,"WSW","LAKE FUQUA  DAM",34.59,-97.71,3435400,9742600
201404,84515,510244,2,2.1,"WSW","LAKE FUQUA  DAM",34.588,-97.704,3435280,9742240
201404,84515,515691,1,1.49,"SSE","LAKE FUQUA  DAM",34.58,-97.66,3434800,9739600
201404,84516,510245,1,0,"N","HOLLIS",34.69,-99.92,3441400,9955200
201404,84516,510246,1,3.08,"NW","ELDORADO",34.5,-99.69,3430000,9941400
201404,84516,510247,1,0,"N","ELDORADO",34.47,-99.65,3428200,9939000
201404,84516,510248,1,3.08,"NE","ELDORADO",34.5,-99.61,3430000,9936600
201404,84516,510249,1,0,"N","OLUSTEE",34.55,-99.42,3433000,9925200
201404,84517,510250,1,2.07,"S","GOODLETT",34.31,-99.88,3418600,9952800
201404,84517,510251,1,0,"N","CHILLICOTHE",34.26,-99.51,3415600,9930600
201404,84519,510252,1,0,"N","BELLEVUE",33.63,-98.02,3337800,981200
201404,84520,510253,1,6.62,"NNW","VINSON",34.99,-99.9,3459400,9954000
201404,84520,510254,1,6.91,"S","ERICK",35.11,-99.87,356600,9952200
201404,84520,510255,1,6.22,"S","HOLLIS",34.6,-99.92,3436000,9955200
201404,84520,510256,1,4.84,"S","GOTEBO",35,-98.87,3500,9852200
201404,84520,510257,1,3.95,"SW","ROCKY",35.12,-99.11,357200,996600
201404,84520,510258,1,.69,"N","ROCKY",35.17,-99.06,3510200,993600
201404,84520,510259,1,0,"N","RETROP",35.16,-99.36,359600,9921600
201404,84520,510260,1,.89,"SW","CHEROKEE",36.74,-98.36,3644400,9821600
201404,84520,510261,1,0,"N","PERKINS",35.98,-97.03,3558800,971800
201404,84520,510262,1,0,"N","RIPLEY",36.02,-96.9,361200,9654000
201404,84521,510263,1,2.07,"S","CROWELL",33.95,-99.72,3357000,9943200
201404,84521,510264,1,0,"N","CROWELL",33.98,-99.72,3358800,9943200
201404,84521,510265,1,9,"S","THALIA",33.85,-99.53,3351000,9931800
201404,84521,510266,1,3.26,"NNW","LAKE KEMP DAM",33.79,-99.18,3347400,9910800
201404,84521,510267,1,6.45,"ESE","LOCKETT",34.06,-99.26,343600,9915600
201404,84521,510268,1,2.99,"SSE","VERNON",34.11,-99.27,346600,9916200
201404,84521,510269,1,.57,"E","OKLAUNION",34.13,-99.13,347800,997800
201404,84521,510270,1,2.2,"SE","OKLAUNION",34.11,-99.11,346600,996600
201404,84521,510271,1,1.34,"ENE","IOWA PARK",33.96,-98.65,3357600,9839000
201404,84521,510272,1,1.15,"W","(SPS)SHEPPARD AFB",33.99,-98.51,3359400,9830600
201404,84521,510273,1,.9,"SW","(SPS)SHEPPARD AFB",33.98,-98.5,3358800,9830000
201405,84523,510274,1,1.22,"WSW","MADISON WOODWORTH AR",41.7946,-81.0726,4147676,814356
201405,84523,510274,2,1.93,"SW","MADISON",41.7485,-81.0738,4144910,814428
201405,84523,510274,3,2.25,"E","MADISON",41.7638,-81.0071,4145828,81426
201405,84523,510274,4,1.78,"SSE","MADISON NORTH",41.8069,-81.0147,4148414,81882
201405,84523,510275,1,1.84,"WNW","GENEVA",41.8088,-80.9636,4148528,8057816
201405,84523,510275,2,.86,"W","GENEVA WOERNER ARPT",41.8215,-80.9366,4149290,8056196
201405,84523,510275,3,1.05,"SSE","GENEVA",41.7855,-80.9239,4147130,8055434
201405,84523,510275,4,1.25,"NNW","HARPERSFIELD",41.7857,-80.9623,4147142,8057738
201405,84523,521747,1,2.14,"NNE","FULTON",40.5,-82.82,4030000,8249200
201406,84669,511655,1,1.38,"S","MULESHOE",34.2,-102.73,3412000,10243800
201406,84669,511655,2,.69,"N","MULESHOE",34.23,-102.73,3413800,10243800
201406,84669,511660,1,.87,"ENE","MULESHOE WARREN ARPT",34.235,-102.686,3414100,10241160
201406,84669,511660,2,6.11,"ENE","FAIRVIEW",34.12,-102.516,347200,10230960
201406,84669,511662,1,.9,"NE","SUNDOWN",33.46,-102.49,3327600,10229400
201406,84669,511662,2,.9,"SE","ANTON",33.81,-102.16,3348600,1029600
201406,84669,511663,1,0,"N","FRIONA",34.63,-102.73,3437800,10243800
201406,84669,511664,1,1.15,"E","AMHERST",34.02,-102.4,341200,10224000
201406,84669,511664,2,4.18,"N","HART CAMP",34.09,-102.14,345400,1028400
201406,84669,511665,1,3,"N","HART",34.4234,-102.12,3425404,1027200
201406,84669,511666,1,2,"NE","FRIONA",34.6505,-102.7051,3439030,10242306
201406,84669,511667,1,2,"NE","DIMMITT",34.5705,-102.2952,3434230,10217712
201406,84669,511668,1,0,"N","LEVELLAND",33.58,-102.37,3334800,10222200
201406,84669,511669,1,2,"ENE","TULIA",34.5411,-101.7375,3432466,10144250
201406,84669,511670,1,0,"W","WOLFFORTH",33.5,-102.02,3330000,1021200
201406,84669,511670,2,4,"W","LUBBOCK",33.58,-101.9195,3334800,10155170
201403,83601,505254,1,1.73,"SSE","PLAZA",47.2955,-117.3726,4717730,11722356
201403,83601,505254,2,2.52,"SSE","PLAZA",47.2844,-117.3683,4717064,11722098
201403,83601,505254,3,2.55,"SSE","PLAZA",47.2873,-117.3549,4717238,11721294
201403,83601,505254,4,1.8,"SSE","PLAZA",47.2979,-117.3597,4717874,11721582
201403,83602,504788,1,1.85,"SSW","(COE)COEUR D'ALENE A",47.7439,-116.8287,4744634,11649722
201403,83602,504788,2,1.72,"SSW","(COE)COEUR D'ALENE A",47.7457,-116.8286,4744742,11649716
201403,83602,504788,3,2.24,"SW","(COE)COEUR D'ALENE A",47.7458,-116.8521,4744748,11651126
201403,83602,504788,4,2.33,"SW","(COE)COEUR D'ALENE A",47.744,-116.8518,4744640,11651108
201403,83602,504789,1,2.03,"NE","HAYDEN",47.7877,-116.7452,4747262,11644712
201403,83602,504789,2,2.17,"NE","HAYDEN",47.7876,-116.7412,4747256,11644472
201403,83602,504789,3,1.64,"NNW","CLARKSVILLE",47.7726,-116.7411,4746356,11644466
201403,83602,504789,4,1.64,"E","HAYDEN",47.7724,-116.7448,4746344,11644688
201403,83602,504791,1,6.11,"NW","BOUNDRY CO ARPT",48.7889,-116.3842,4847334,11623052
201403,83602,504791,2,6.23,"NW","BOUNDRY CO ARPT",48.7938,-116.3785,4847628,11622710
201403,83602,504791,3,4.71,"N","BOUNDRY CO ARPT",48.7876,-116.3126,4847256,11618756
201403,83602,504791,4,4.04,"NNW","BOUNDRY CO ARPT",48.7768,-116.3208,4846608,11619248
201403,83602,504791,5,4.81,"NW","BOUNDRY CO ARPT",48.7776,-116.3593,4846656,11621558
201403,83602,505982,1,5.57,"WSW","TENSED",47.14,-117.04,478400,1172400
201403,83602,505982,2,4.17,"S","EMIDA",47.06,-116.61,473600,11636600
201403,83602,505982,3,5.29,"SE","FERNWOOD",47.06,-116.33,473600,11619800
201403,83602,505982,4,3.58,"NNE","FERRELL",47.37,-116.33,4722200,11619800
201403,83602,505982,5,7.11,"WNW","PLUMMER",47.37,-117.04,4722200,1172400
201404,83604,504798,1,.53,"W","HUMBOLDT",40.17,-95.94,4010200,9556400
201404,83604,504799,1,1.72,"SW","ST BERNARD",41.7,-97.65,4142000,9739000
201404,83604,504800,1,2,"E","LINDSAY",41.7,-97.6612,4142000,9739672
201404,83604,504801,1,2.59,"SW","MADISON",41.8,-97.5,4148000,9730000
201404,83604,504802,1,3,"SW","MADISON",41.7993,-97.5112,4147958,9730672
201404,83604,504803,1,2.14,"SSE","LINDSAY",41.67,-97.69,4140200,9741400
201404,83604,504804,1,0,"N","PIERCE",42.2,-97.53,4212000,9731800
201404,83604,504804,2,4,"N","PIERCE",42.2579,-97.53,4215474,9731800
201404,83604,504805,1,3.76,"SW","MC LEAN",42.33,-97.53,4219800,9731800
201404,83604,504806,1,.51,"W","PLAINVIEW",42.35,-97.79,4221000,9747400
201404,83604,504807,1,.86,"SW","MACY",42.11,-96.36,426600,9621600
201404,83606,504809,1,1.24,"SE","HARLAN",41.64,-95.31,4138400,9518600
201404,83606,504810,1,12.97,"NE","KEMLING",41.23,-95.18,4113800,9510800
201402,83608,504820,1,.28,"N","MAGEE",31.8741,-89.7308,3152446,8943848
201402,83608,504821,1,1.82,"NE","OKAHOLA",31.22,-89.36,3113200,8921600
201402,83608,504822,1,.69,"N","CHUNKY",32.33,-88.93,3219800,8855800
201402,83608,504823,1,1.18,"WNW","HATTIESBURG",31.3284,-89.3374,3119704,8920244
201402,83608,504823,2,1.3,"SW","HATTIESBURG",31.3072,-89.3362,3118432,8920172
201402,83608,504823,3,1.29,"SE","HATTIESBURG",31.3058,-89.3058,3118348,8918348
201402,83608,504823,4,1.36,"NE","HATTIESBURG",31.3334,-89.3032,3120004,8918192
201402,83608,504823,5,1.08,"NNW","HATTIESBURG",31.3331,-89.3298,3119986,8919788
201402,83608,504824,1,1.21,"SE","WARDWELL STATION",31.316,-89.3578,3118960,8921468
201402,83608,504824,2,1.08,"SW","WARDWELL STATION",31.3178,-89.3813,3119068,8922878
201402,83608,504824,3,.75,"WSW","WARDWELL STATION",31.3267,-89.382,3119602,8922920
201402,83608,504824,4,.14,"N","WARDWELL STATION",31.332,-89.3698,3119920,8922188
201402,83608,504824,5,.46,"E","WARDWELL STATION",31.3294,-89.3623,3119764,8921738
201402,83609,504825,1,.9,"NE","EDEN",32.99,-90.32,3259400,9019200
201404,83610,504831,1,3.89,"SE","PRESCOTT",38.0371,-94.6419,382226,9438514
201404,83610,504831,2,3.05,"ESE","PLEASANTON",38.16,-94.65,389600,9439000
201404,83610,514663,1,2.6,"S","PRAIRIE VLG",38.9325,-94.7025,3855950,9442150
201404,83610,514664,1,2.69,"E","LACKMANS",38.93,-94.72,3855800,9443200
201404,83610,514665,1,1.33,"ESE","HOLLIDAY",39.0221,-94.7773,391326,9446638
201404,83610,514667,1,1.77,"ESE","HOLLIDAY",39.0235,-94.7681,391410,9446086
201404,83610,514668,1,1.37,"S","TURNER",39.0604,-94.7038,393624,9442228
201404,83610,514669,1,2.07,"S","CRAIG",38.94,-94.82,3856400,9449200
201404,83610,514670,1,1.75,"WNW","CRAIG",38.98,-94.85,3858800,9451000
201404,83610,514671,1,.54,"E","LANSING",39.25,-94.89,3915000,9453400
201404,83610,514673,1,3.06,"ESE","LACKMANS",38.914,-94.7169,3854840,9443014
201404,83610,514673,2,3.08,"ESE","LACKMANS",38.9132,-94.7168,3854792,9443008
201404,83610,514673,3,3.24,"ESE","LACKMANS",38.9136,-94.7136,3854816,9442816
201404,83610,514673,4,3.31,"ESE","LACKMANS",38.9139,-94.712,3854834,9442720
201404,83610,514673,5,3.52,"ESE","LACKMANS",38.9151,-94.7075,3854906,9442450
201404,83610,514673,6,3.46,"S","PRAIRIE VLG",38.9202,-94.7057,3855212,9442342
201404,83610,514673,7,3.44,"S","PRAIRIE VLG",38.9204,-94.7068,3855224,9442408
201404,83613,504907,1,.46,"S","ODESSA",38.9934,-93.9689,3859604,9358134
201404,83613,504907,2,2.17,"ENE","ODESSA",39.0157,-93.935,39942,9356100
201404,83613,515106,1,1.33,"WSW","LAKE WAUKOMIS",39.2246,-94.744,3913476,9444640
201404,83613,515107,1,.69,"N","SAVANNAH",39.94,-94.83,3956400,9449800
201404,83613,515108,1,.53,"E","TRIMBLE",39.47,-94.56,3928200,9433600
201404,83613,515109,1,.53,"E","TRIMBLE",39.47,-94.56,3928200,9433600
201404,83613,515110,1,1.48,"SSE","SMITHVILLE",39.38,-94.57,3922800,9434200
201404,83613,515111,1,0,"N","OAK GROVE",39,-94.13,3900,947800
201404,83613,515112,1,1.64,"SW","WINSTON",39.8534,-94.1721,3951204,9410326
201404,83613,515113,1,.88,"SE","HOLDEN",38.71,-93.99,3842600,9359400
201404,83613,515114,1,1.27,"ENE","MAYSVILLE",39.89,-94.36,3953400,9421600
201404,83613,515115,1,1.28,"ESE","WARRENSBURG",38.76,-93.73,3845600,9343800
201404,83613,515116,1,2.16,"W","SUTHERLAND",38.58,-93.64,3834800,9338400
